ClientId,EGT FreeSpin,FreeSpin SayYo,FreeSpin_0 Playtech,FreeSpin_0 Popok,FreeSpin_0 TopGame,FreeSpin,CasinoWageringCost,LoyaltyCost,HarmonyFreespin,CasinoCashback,CasinoCorrection,CasinoNGR,CasinoGGR
2539521,9.164821250000001,0.0,0.0,17.19162722,0.33878192,7.6691471,0.0,0.0,0.0,0.0,1.042564008,-24.111925147999923,11.295016350000072
2587488,11.7979204,0.0,0.0,23.45063791,1.36744304,5.5275409,113.544,0.0,0.0,82.42396997850001,582.1610045769999,124.33995351899995,946.9260903245001
2608838,3.9105912,0.0,0.0,7.7254437199999995,0.689824,1.6801586,0.0,0.0,0.0,0.0,2.56450353,-9.925349600000004,9.071671449999997
2620950,2.5666358,0.0,0.0,19.731919119999997,0.48193859999999994,26.7836593,0.0,0.0,0.0,0.0,0.475208775,-13.885215055000003,41.09744568000001
2650231,5.8596824,0.0,0.0,3.70962536,0.0,9.3916963,31.704749999999997,0.0,0.0,0.0,0.0,-55.01296812000001,0.43707594
2651676,20.112469,0.0,0.0,10.1628248,0.05447527,1.1252344,0.0,0.0,0.0,3.2254599375,86.067680766,-14.75314605349999,108.24420812
2667037,3.8925647000000003,0.0,0.0,26.48278368,0.38164425999999996,3.2826058000000002,45.8251981,0.0,0.0,0.0,2.388832761,-29.124525976000005,55.42420332500001
2669788,7.322905499999999,0.0,0.0,3.2000354,0.0,3.9666428000000002,0.0,0.0,0.0,0.0,0.0,-206.07314010999997,-191.58355641
2681872,0.0,0.0,0.0,0.7877386800000001,0.0,2.9787694,0.0,0.0,0.0,0.0,1.1162157160000001,8.905435564000001,13.788159360000002
2682373,5.5210917,0.0,0.0,15.47157434,0.25187733,6.7014800999999995,0.0,0.0,0.0,0.0,13.370875783000002,61.231191766999984,121.03454101999995
2687531,7.39664655,0.0,0.0,12.6644399,0.50629832,7.3595154,0.0,0.0,0.0,8.310164284499999,5.191181752,192.7003443234997,241.47569948999978
2718821,3.3471496,0.0,0.0,3.8497673900000002,0.0,3.4772845,11.038361,0.0,0.0,2.55553690125,0.0,5.786800268749982,42.65270877999999
2726404,8.65432635,0.0,0.0,2.32834905,0.0,4.2245502,0.0,0.0,0.0,0.0,0.0,1.1893445700000065,18.817230170000002
